Iteración,Valor función,Norma gradiente,Δx
193,9.1816e-02,7.8698e-03,7.9051e-03
194,9.1754e-02,7.8348e-03,7.8698e-03
195,9.1693e-02,7.8002e-03,7.8348e-03
196,9.1632e-02,7.7659e-03,7.8002e-03
197,9.1572e-02,7.7319e-03,7.7659e-03
198,9.1512e-02,7.6982e-03,7.7319e-03
199,9.1453e-02,7.6648e-03,7.6982e-03
200,9.1394e-02,7.6318e-03,7.6648e-03
201,9.1336e-02,7.5990e-03,7.6318e-03
202,9.1278e-02,7.5665e-03,7.5990e-03
203,9.1221e-02,7.5343e-03,7.5665e-03
204,9.1165e-02,7.5025e-03,7.5343e-03
205,9.1109e-02,7.4709e-03,7.5025e-03
206,9.1053e-02,7.4395e-03,7.4709e-03
207,9.0998e-02,7.4085e-03,7.4395e-03
208,9.0943e-02,7.3777e-03,7.4085e-03
209,9.0889e-02,7.3472e-03,7.3777e-03
210,9.0835e-02,7.3170e-03,7.3472e-03
211,9.0781e-02,7.2870e-03,7.3170e-03
212,9.0728e-02,7.2573e-03,7.2870e-03
213,9.0676e-02,7.2278e-03,7.2573e-03
214,9.0624e-02,7.1986e-03,7.2278e-03
215,9.0572e-02,7.1696e-03,7.1986e-03
216,9.0521e-02,7.1409e-03,7.1696e-03
217,9.0470e-02,7.1125e-03,7.1409e-03
218,9.0419e-02,7.0842e-03,7.1125e-03
219,9.0369e-02,7.0562e-03,7.0842e-03
220,9.0319e-02,7.0285e-03,7.0562e-03
221,9.0270e-02,7.0009e-03,7.0285e-03
222,9.0221e-02,6.9736e-03,7.0009e-03
223,9.0173e-02,6.9466e-03,6.9736e-03
224,9.0124e-02,6.9197e-03,6.9466e-03
225,9.0077e-02,6.8931e-03,6.9197e-03
226,9.0029e-02,6.8666e-03,6.8931e-03
227,8.9982e-02,6.8404e-03,6.8666e-03
228,8.9935e-02,6.8144e-03,6.8404e-03
229,8.9889e-02,6.7887e-03,6.8144e-03
230,8.9843e-02,6.7631e-03,6.7887e-03
231,8.9797e-02,6.7377e-03,6.7631e-03
232,8.9752e-02,6.7125e-03,6.7377e-03
233,8.9707e-02,6.6876e-03,6.7125e-03
234,8.9663e-02,6.6628e-03,6.6876e-03
235,8.9618e-02,6.6382e-03,6.6628e-03
236,8.9574e-02,6.6138e-03,6.6382e-03
237,8.9531e-02,6.5896e-03,6.6138e-03
238,8.9487e-02,6.5656e-03,6.5896e-03
239,8.9444e-02,6.5418e-03,6.5656e-03
240,8.9402e-02,6.5181e-03,6.5418e-03
241,8.9359e-02,6.4947e-03,6.5181e-03
242,8.9317e-02,6.4714e-03,6.4947e-03
243,8.9275e-02,6.4483e-03,6.4714e-03
244,8.9234e-02,6.4253e-03,6.4483e-03
245,8.9192e-02,6.4026e-03,6.4253e-03
246,8.9152e-02,6.3800e-03,6.4026e-03
247,8.9111e-02,6.3576e-03,6.3800e-03
248,8.9071e-02,6.3353e-03,6.3576e-03
249,8.9030e-02,6.3132e-03,6.3353e-03
250,8.8991e-02,6.2913e-03,6.3132e-03
251,8.8951e-02,6.2695e-03,6.2913e-03
252,8.8912e-02,6.2479e-03,6.2695e-03
253,8.8873e-02,6.2265e-03,6.2479e-03
254,8.8834e-02,6.2052e-03,6.2265e-03
255,8.8796e-02,6.1840e-03,6.2052e-03
256,8.8758e-02,6.1631e-03,6.1840e-03
257,8.8720e-02,6.1422e-03,6.1631e-03
258,8.8682e-02,6.1216e-03,6.1422e-03
259,8.8645e-02,6.1010e-03,6.1216e-03
260,8.8608e-02,6.0806e-03,6.1010e-03
261,8.8571e-02,6.0604e-03,6.0806e-03
262,8.8534e-02,6.0403e-03,6.0604e-03
263,8.8498e-02,6.0203e-03,6.0403e-03
264,8.8461e-02,6.0005e-03,6.0203e-03
265,8.8425e-02,5.9808e-03,6.0005e-03
266,8.8390e-02,5.9613e-03,5.9808e-03
267,8.8354e-02,5.9419e-03,5.9613e-03
268,8.8319e-02,5.9226e-03,5.9419e-03
269,8.8284e-02,5.9035e-03,5.9226e-03
270,8.8249e-02,5.8845e-03,5.9035e-03
271,8.8215e-02,5.8656e-03,5.8845e-03
272,8.8180e-02,5.8468e-03,5.8656e-03
273,8.8146e-02,5.8282e-03,5.8468e-03
274,8.8112e-02,5.8097e-03,5.8282e-03
275,8.8078e-02,5.7914e-03,5.8097e-03
276,8.8045e-02,5.7731e-03,5.7914e-03
277,8.8012e-02,5.7550e-03,5.7731e-03
278,8.7979e-02,5.7370e-03,5.7550e-03
279,8.7946e-02,5.7191e-03,5.7370e-03
280,8.7913e-02,5.7013e-03,5.7191e-03
281,8.7881e-02,5.6837e-03,5.7013e-03
282,8.7848e-02,5.6662e-03,5.6837e-03
283,8.7816e-02,5.6487e-03,5.6662e-03
284,8.7784e-02,5.6314e-03,5.6487e-03
285,8.7753e-02,5.6143e-03,5.6314e-03
286,8.7721e-02,5.5972e-03,5.6143e-03
287,8.7690e-02,5.5802e-03,5.5972e-03
288,8.7659e-02,5.5634e-03,5.5802e-03
289,8.7628e-02,5.5466e-03,5.5634e-03
290,8.7597e-02,5.5300e-03,5.5466e-03
291,8.7567e-02,5.5134e-03,5.5300e-03
292,8.7536e-02,5.4970e-03,5.5134e-03
293,8.7506e-02,5.4807e-03,5.4970e-03
294,8.7476e-02,5.4645e-03,5.4807e-03
295,8.7446e-02,5.4483e-03,5.4645e-03
296,8.7417e-02,5.4323e-03,5.4483e-03
297,8.7387e-02,5.4164e-03,5.4323e-03
298,8.7358e-02,5.4006e-03,5.4164e-03
299,8.7329e-02,5.3849e-03,5.4006e-03
300,8.7300e-02,5.3693e-03,5.3849e-03
301,8.7271e-02,5.3537e-03,5.3693e-03
302,8.7243e-02,5.3383e-03,5.3537e-03
303,8.7214e-02,5.3230e-03,5.3383e-03
304,8.7186e-02,5.3077e-03,5.3230e-03
305,8.7158e-02,5.2926e-03,5.3077e-03
306,8.7130e-02,5.2775e-03,5.2926e-03
307,8.7102e-02,5.2626e-03,5.2775e-03
308,8.7074e-02,5.2477e-03,5.2626e-03
309,8.7047e-02,5.2329e-03,5.2477e-03
310,8.7019e-02,5.2182e-03,5.2329e-03
311,8.6992e-02,5.2036e-03,5.2182e-03
312,8.6965e-02,5.1891e-03,5.2036e-03
313,8.6938e-02,5.1747e-03,5.1891e-03
314,8.6912e-02,5.1604e-03,5.1747e-03
315,8.6885e-02,5.1461e-03,5.1604e-03
316,8.6859e-02,5.1319e-03,5.1461e-03
317,8.6832e-02,5.1178e-03,5.1319e-03
318,8.6806e-02,5.1038e-03,5.1178e-03
319,8.6780e-02,5.0899e-03,5.1038e-03
320,8.6754e-02,5.0761e-03,5.0899e-03
321,8.6728e-02,5.0623e-03,5.0761e-03
322,8.6703e-02,5.0486e-03,5.0623e-03
323,8.6677e-02,5.0350e-03,5.0486e-03
324,8.6652e-02,5.0215e-03,5.0350e-03
325,8.6627e-02,5.0080e-03,5.0215e-03
326,8.6602e-02,4.9947e-03,5.0080e-03
327,8.6577e-02,4.9814e-03,4.9947e-03
328,8.6552e-02,4.9682e-03,4.9814e-03
329,8.6528e-02,4.9550e-03,4.9682e-03
330,8.6503e-02,4.9420e-03,4.9550e-03
331,8.6479e-02,4.9290e-03,4.9420e-03
332,8.6454e-02,4.9160e-03,4.9290e-03
333,8.6430e-02,4.9032e-03,4.9160e-03
334,8.6406e-02,4.8904e-03,4.9032e-03
335,8.6382e-02,4.8777e-03,4.8904e-03
336,8.6359e-02,4.8651e-03,4.8777e-03
337,8.6335e-02,4.8525e-03,4.8651e-03
338,8.6311e-02,4.8400e-03,4.8525e-03
339,8.6288e-02,4.8276e-03,4.8400e-03
340,8.6265e-02,4.8153e-03,4.8276e-03
341,8.6242e-02,4.8030e-03,4.8153e-03
342,8.6219e-02,4.7907e-03,4.8030e-03
343,8.6196e-02,4.7786e-03,4.7907e-03
344,8.6173e-02,4.7665e-03,4.7786e-03
345,8.6150e-02,4.7545e-03,4.7665e-03
346,8.6128e-02,4.7425e-03,4.7545e-03
347,8.6105e-02,4.7306e-03,4.7425e-03
348,8.6083e-02,4.7188e-03,4.7306e-03
349,8.6060e-02,4.7071e-03,4.7188e-03
350,8.6038e-02,4.6954e-03,4.7071e-03
351,8.6016e-02,4.6837e-03,4.6954e-03
352,8.5994e-02,4.6721e-03,4.6837e-03
353,8.5973e-02,4.6606e-03,4.6721e-03
354,8.5951e-02,4.6492e-03,4.6606e-03
355,8.5929e-02,4.6378e-03,4.6492e-03
356,8.5908e-02,4.6265e-03,4.6378e-03
357,8.5886e-02,4.6152e-03,4.6265e-03
358,8.5865e-02,4.6040e-03,4.6152e-03
359,8.5844e-02,4.5928e-03,4.6040e-03
360,8.5823e-02,4.5817e-03,4.5928e-03
361,8.5802e-02,4.5707e-03,4.5817e-03
362,8.5781e-02,4.5597e-03,4.5707e-03
363,8.5760e-02,4.5488e-03,4.5597e-03
364,8.5740e-02,4.5379e-03,4.5488e-03
365,8.5719e-02,4.5271e-03,4.5379e-03
366,8.5699e-02,4.5163e-03,4.5271e-03
367,8.5678e-02,4.5056e-03,4.5163e-03
368,8.5658e-02,4.4950e-03,4.5056e-03
369,8.5638e-02,4.4844e-03,4.4950e-03
370,8.5618e-02,4.4739e-03,4.4844e-03
371,8.5598e-02,4.4634e-03,4.4739e-03
372,8.5578e-02,4.4530e-03,4.4634e-03
373,8.5558e-02,4.4426e-03,4.4530e-03
374,8.5538e-02,4.4323e-03,4.4426e-03
375,8.5519e-02,4.4220e-03,4.4323e-03
376,8.5499e-02,4.4118e-03,4.4220e-03
377,8.5480e-02,4.4016e-03,4.4118e-03
378,8.5460e-02,4.3915e-03,4.4016e-03
379,8.5441e-02,4.3814e-03,4.3915e-03
380,8.5422e-02,4.3714e-03,4.3814e-03
381,8.5403e-02,4.3614e-03,4.3714e-03
382,8.5384e-02,4.3515e-03,4.3614e-03
383,8.5365e-02,4.3416e-03,4.3515e-03
384,8.5346e-02,4.3318e-03,4.3416e-03
385,8.5327e-02,4.3220e-03,4.3318e-03
386,8.5309e-02,4.3123e-03,4.3220e-03
387,8.5290e-02,4.3026e-03,4.3123e-03
388,8.5272e-02,4.2930e-03,4.3026e-03
389,8.5253e-02,4.2834e-03,4.2930e-03
390,8.5235e-02,4.2738e-03,4.2834e-03
391,8.5217e-02,4.2644e-03,4.2738e-03
392,8.5199e-02,4.2549e-03,4.2644e-03
393,8.5180e-02,4.2455e-03,4.2549e-03
394,8.5162e-02,4.2361e-03,4.2455e-03
395,8.5144e-02,4.2268e-03,4.2361e-03
396,8.5127e-02,4.2176e-03,4.2268e-03
397,8.5109e-02,4.2083e-03,4.2176e-03
398,8.5091e-02,4.1992e-03,4.2083e-03
399,8.5074e-02,4.1900e-03,4.1992e-03
400,8.5056e-02,4.1809e-03,4.1900e-03
401,8.5039e-02,4.1719e-03,4.1809e-03
402,8.5021e-02,4.1629e-03,4.1719e-03
403,8.5004e-02,4.1539e-03,4.1629e-03
404,8.4987e-02,4.1450e-03,4.1539e-03
405,8.4969e-02,4.1361e-03,4.1450e-03
406,8.4952e-02,4.1273e-03,4.1361e-03
407,8.4935e-02,4.1185e-03,4.1273e-03
408,8.4918e-02,4.1097e-03,4.1185e-03
409,8.4902e-02,4.1010e-03,4.1097e-03
410,8.4885e-02,4.0923e-03,4.1010e-03
411,8.4868e-02,4.0837e-03,4.0923e-03
412,8.4851e-02,4.0751e-03,4.0837e-03
413,8.4835e-02,4.0665e-03,4.0751e-03
414,8.4818e-02,4.0580e-03,4.0665e-03
415,8.4802e-02,4.0495e-03,4.0580e-03
416,8.4785e-02,4.0411e-03,4.0495e-03
417,8.4769e-02,4.0327e-03,4.0411e-03
418,8.4753e-02,4.0243e-03,4.0327e-03
419,8.4737e-02,4.0160e-03,4.0243e-03
420,8.4721e-02,4.0077e-03,4.0160e-03
421,8.4705e-02,3.9994e-03,4.0077e-03
422,8.4689e-02,3.9912e-03,3.9994e-03
423,8.4673e-02,3.9830e-03,3.9912e-03
424,8.4657e-02,3.9749e-03,3.9830e-03
425,8.4641e-02,3.9668e-03,3.9749e-03
426,8.4625e-02,3.9587e-03,3.9668e-03
427,8.4610e-02,3.9507e-03,3.9587e-03
428,8.4594e-02,3.9427e-03,3.9507e-03
429,8.4579e-02,3.9347e-03,3.9427e-03
430,8.4563e-02,3.9268e-03,3.9347e-03
431,8.4548e-02,3.9189e-03,3.9268e-03
432,8.4532e-02,3.9110e-03,3.9189e-03
433,8.4517e-02,3.9032e-03,3.9110e-03
434,8.4502e-02,3.8954e-03,3.9032e-03
435,8.4487e-02,3.8877e-03,3.8954e-03
436,8.4472e-02,3.8799e-03,3.8877e-03
437,8.4457e-02,3.8722e-03,3.8799e-03
438,8.4442e-02,3.8646e-03,3.8722e-03
439,8.4427e-02,3.8570e-03,3.8646e-03
440,8.4412e-02,3.8494e-03,3.8570e-03
441,8.4397e-02,3.8418e-03,3.8494e-03
442,8.4382e-02,3.8343e-03,3.8418e-03
443,8.4368e-02,3.8268e-03,3.8343e-03
444,8.4353e-02,3.8193e-03,3.8268e-03
445,8.4338e-02,3.8119e-03,3.8193e-03
446,8.4324e-02,3.8045e-03,3.8119e-03
447,8.4309e-02,3.7972e-03,3.8045e-03
448,8.4295e-02,3.7898e-03,3.7972e-03
449,8.4281e-02,3.7825e-03,3.7898e-03
450,8.4266e-02,3.7753e-03,3.7825e-03
451,8.4252e-02,3.7680e-03,3.7753e-03
452,8.4238e-02,3.7608e-03,3.7680e-03
453,8.4224e-02,3.7536e-03,3.7608e-03
454,8.4210e-02,3.7465e-03,3.7536e-03
455,8.4196e-02,3.7394e-03,3.7465e-03
456,8.4182e-02,3.7323e-03,3.7394e-03
457,8.4168e-02,3.7252e-03,3.7323e-03
458,8.4154e-02,3.7182e-03,3.7252e-03
459,8.4140e-02,3.7112e-03,3.7182e-03
460,8.4126e-02,3.7042e-03,3.7112e-03
461,8.4113e-02,3.6973e-03,3.7042e-03
462,8.4099e-02,3.6903e-03,3.6973e-03
463,8.4085e-02,3.6835e-03,3.6903e-03
464,8.4072e-02,3.6766e-03,3.6835e-03
465,8.4058e-02,3.6698e-03,3.6766e-03
466,8.4045e-02,3.6630e-03,3.6698e-03
467,8.4031e-02,3.6562e-03,3.6630e-03
468,8.4018e-02,3.6494e-03,3.6562e-03
469,8.4005e-02,3.6427e-03,3.6494e-03
470,8.3991e-02,3.6360e-03,3.6427e-03
471,8.3978e-02,3.6294e-03,3.6360e-03
472,8.3965e-02,3.6227e-03,3.6294e-03
473,8.3952e-02,3.6161e-03,3.6227e-03
474,8.3939e-02,3.6095e-03,3.6161e-03
475,8.3926e-02,3.6030e-03,3.6095e-03
476,8.3913e-02,3.5964e-03,3.6030e-03
477,8.3900e-02,3.5899e-03,3.5964e-03
478,8.3887e-02,3.5835e-03,3.5899e-03
479,8.3874e-02,3.5770e-03,3.5835e-03
480,8.3862e-02,3.5706e-03,3.5770e-03
481,8.3849e-02,3.5642e-03,3.5706e-03
482,8.3836e-02,3.5578e-03,3.5642e-03
483,8.3823e-02,3.5514e-03,3.5578e-03
484,8.3811e-02,3.5451e-03,3.5514e-03
485,8.3798e-02,3.5388e-03,3.5451e-03
486,8.3786e-02,3.5325e-03,3.5388e-03
487,8.3773e-02,3.5263e-03,3.5325e-03
488,8.3761e-02,3.5201e-03,3.5263e-03
489,8.3749e-02,3.5139e-03,3.5201e-03
490,8.3736e-02,3.5077e-03,3.5139e-03
491,8.3724e-02,3.5015e-03,3.5077e-03
492,8.3712e-02,3.4954e-03,3.5015e-03
493,8.3699e-02,3.4893e-03,3.4954e-03
494,8.3687e-02,3.4832e-03,3.4893e-03
495,8.3675e-02,3.4771e-03,3.4832e-03
496,8.3663e-02,3.4711e-03,3.4771e-03
497,8.3651e-02,3.4651e-03,3.4711e-03
498,8.3639e-02,3.4591e-03,3.4651e-03
499,8.3627e-02,3.4531e-03,3.4591e-03
500,8.3615e-02,3.4472e-03,3.4531e-03
501,8.3603e-02,3.4413e-03,3.4472e-03
502,8.3591e-02,3.4354e-03,3.4413e-03
503,8.3580e-02,3.4295e-03,3.4354e-03
504,8.3568e-02,3.4236e-03,3.4295e-03
505,8.3556e-02,3.4178e-03,3.4236e-03
506,8.3545e-02,3.4120e-03,3.4178e-03
507,8.3533e-02,3.4062e-03,3.4120e-03
508,8.3521e-02,3.4005e-03,3.4062e-03
509,8.3510e-02,3.3947e-03,3.4005e-03
510,8.3498e-02,3.3890e-03,3.3947e-03
511,8.3487e-02,3.3833e-03,3.3890e-03
512,8.3475e-02,3.3776e-03,3.3833e-03
513,8.3464e-02,3.3720e-03,3.3776e-03
514,8.3453e-02,3.3663e-03,3.3720e-03
515,8.3441e-02,3.3607e-03,3.3663e-03
516,8.3430e-02,3.3551e-03,3.3607e-03
517,8.3419e-02,3.3495e-03,3.3551e-03
518,8.3408e-02,3.3440e-03,3.3495e-03
519,8.3396e-02,3.3384e-03,3.3440e-03
520,8.3385e-02,3.3329e-03,3.3384e-03
521,8.3374e-02,3.3274e-03,3.3329e-03
522,8.3363e-02,3.3220e-03,3.3274e-03
523,8.3352e-02,3.3165e-03,3.3220e-03
524,8.3341e-02,3.3111e-03,3.3165e-03
525,8.3330e-02,3.3057e-03,3.3111e-03
526,8.3319e-02,3.3003e-03,3.3057e-03
527,8.3308e-02,3.2949e-03,3.3003e-03
528,8.3297e-02,3.2896e-03,3.2949e-03
529,8.3287e-02,3.2842e-03,3.2896e-03
530,8.3276e-02,3.2789e-03,3.2842e-03
531,8.3265e-02,3.2736e-03,3.2789e-03
532,8.3254e-02,3.2683e-03,3.2736e-03
533,8.3244e-02,3.2631e-03,3.2683e-03
534,8.3233e-02,3.2579e-03,3.2631e-03
535,8.3222e-02,3.2526e-03,3.2579e-03
