Iteración,Valor función,Norma gradiente,Δx
0,4.2909e-01,2.9266e-01,6.1163e-01
1,3.5600e-01,2.1250e-01,2.9266e-01
2,3.1542e-01,1.7140e-01,2.1250e-01
3,2.8834e-01,1.4551e-01,1.7140e-01
4,2.6852e-01,1.2739e-01,1.4551e-01
5,2.5317e-01,1.1386e-01,1.2739e-01
6,2.4083e-01,1.0328e-01,1.1386e-01
7,2.3061e-01,9.4755e-02,1.0328e-01
8,2.2197e-01,8.7702e-02,9.4755e-02
9,2.1454e-01,8.1755e-02,8.7702e-02
10,2.0807e-01,7.6662e-02,8.1755e-02
11,2.0236e-01,7.2241e-02,7.6662e-02
12,1.9729e-01,6.8363e-02,7.2241e-02
13,1.9273e-01,6.4928e-02,6.8363e-02
14,1.8862e-01,6.1861e-02,6.4928e-02
15,1.8488e-01,5.9103e-02,6.1861e-02
16,1.8146e-01,5.6608e-02,5.9103e-02
17,1.7832e-01,5.4338e-02,5.6608e-02
18,1.7542e-01,5.2263e-02,5.4338e-02
19,1.7274e-01,5.0357e-02,5.2263e-02
20,1.7025e-01,4.8599e-02,5.0357e-02
21,1.6793e-01,4.6973e-02,4.8599e-02
22,1.6576e-01,4.5463e-02,4.6973e-02
23,1.6372e-01,4.4057e-02,4.5463e-02
24,1.6181e-01,4.2743e-02,4.4057e-02
25,1.6001e-01,4.1514e-02,4.2743e-02
26,1.5831e-01,4.0359e-02,4.1514e-02
27,1.5670e-01,3.9273e-02,4.0359e-02
28,1.5518e-01,3.8250e-02,3.9273e-02
29,1.5374e-01,3.7283e-02,3.8250e-02
30,1.5236e-01,3.6369e-02,3.7283e-02
31,1.5106e-01,3.5502e-02,3.6369e-02
32,1.4981e-01,3.4679e-02,3.5502e-02
33,1.4862e-01,3.3896e-02,3.4679e-02
34,1.4749e-01,3.3151e-02,3.3896e-02
35,1.4640e-01,3.2441e-02,3.3151e-02
36,1.4536e-01,3.1763e-02,3.2441e-02
37,1.4436e-01,3.1116e-02,3.1763e-02
38,1.4340e-01,3.0496e-02,3.1116e-02
39,1.4248e-01,2.9902e-02,3.0496e-02
40,1.4159e-01,2.9333e-02,2.9902e-02
41,1.4074e-01,2.8787e-02,2.9333e-02
42,1.3992e-01,2.8262e-02,2.8787e-02
43,1.3913e-01,2.7758e-02,2.8262e-02
44,1.3836e-01,2.7272e-02,2.7758e-02
45,1.3763e-01,2.6805e-02,2.7272e-02
46,1.3691e-01,2.6354e-02,2.6805e-02
47,1.3623e-01,2.5920e-02,2.6354e-02
48,1.3556e-01,2.5500e-02,2.5920e-02
49,1.3491e-01,2.5095e-02,2.5500e-02
50,1.3429e-01,2.4704e-02,2.5095e-02
51,1.3368e-01,2.4325e-02,2.4704e-02
52,1.3310e-01,2.3958e-02,2.4325e-02
53,1.3253e-01,2.3604e-02,2.3958e-02
54,1.3197e-01,2.3260e-02,2.3604e-02
55,1.3144e-01,2.2927e-02,2.3260e-02
56,1.3092e-01,2.2603e-02,2.2927e-02
57,1.3041e-01,2.2290e-02,2.2603e-02
58,1.2991e-01,2.1985e-02,2.2290e-02
59,1.2943e-01,2.1690e-02,2.1985e-02
60,1.2897e-01,2.1402e-02,2.1690e-02
61,1.2851e-01,2.1123e-02,2.1402e-02
62,1.2807e-01,2.0851e-02,2.1123e-02
63,1.2764e-01,2.0587e-02,2.0851e-02
64,1.2722e-01,2.0330e-02,2.0587e-02
65,1.2680e-01,2.0079e-02,2.0330e-02
66,1.2640e-01,1.9835e-02,2.0079e-02
67,1.2601e-01,1.9597e-02,1.9835e-02
68,1.2563e-01,1.9365e-02,1.9597e-02
69,1.2526e-01,1.9139e-02,1.9365e-02
70,1.2489e-01,1.8919e-02,1.9139e-02
71,1.2454e-01,1.8703e-02,1.8919e-02
72,1.2419e-01,1.8493e-02,1.8703e-02
73,1.2385e-01,1.8288e-02,1.8493e-02
74,1.2352e-01,1.8088e-02,1.8288e-02
75,1.2319e-01,1.7892e-02,1.8088e-02
76,1.2287e-01,1.7701e-02,1.7892e-02
77,1.2256e-01,1.7513e-02,1.7701e-02
78,1.2226e-01,1.7331e-02,1.7513e-02
79,1.2196e-01,1.7152e-02,1.7331e-02
80,1.2167e-01,1.6977e-02,1.7152e-02
81,1.2138e-01,1.6805e-02,1.6977e-02
82,1.2110e-01,1.6638e-02,1.6805e-02
83,1.2082e-01,1.6474e-02,1.6638e-02
84,1.2055e-01,1.6313e-02,1.6474e-02
85,1.2029e-01,1.6155e-02,1.6313e-02
86,1.2003e-01,1.6001e-02,1.6155e-02
87,1.1977e-01,1.5850e-02,1.6001e-02
88,1.1952e-01,1.5702e-02,1.5850e-02
89,1.1928e-01,1.5557e-02,1.5702e-02
90,1.1904e-01,1.5414e-02,1.5557e-02
91,1.1880e-01,1.5274e-02,1.5414e-02
92,1.1857e-01,1.5137e-02,1.5274e-02
93,1.1834e-01,1.5003e-02,1.5137e-02
94,1.1812e-01,1.4871e-02,1.5003e-02
95,1.1790e-01,1.4741e-02,1.4871e-02
96,1.1768e-01,1.4614e-02,1.4741e-02
97,1.1747e-01,1.4489e-02,1.4614e-02
98,1.1726e-01,1.4367e-02,1.4489e-02
99,1.1705e-01,1.4246e-02,1.4367e-02
100,1.1685e-01,1.4128e-02,1.4246e-02
101,1.1665e-01,1.4012e-02,1.4128e-02
102,1.1646e-01,1.3897e-02,1.4012e-02
103,1.1626e-01,1.3785e-02,1.3897e-02
104,1.1607e-01,1.3675e-02,1.3785e-02
105,1.1589e-01,1.3566e-02,1.3675e-02
106,1.1570e-01,1.3459e-02,1.3566e-02
107,1.1552e-01,1.3355e-02,1.3459e-02
108,1.1535e-01,1.3251e-02,1.3355e-02
109,1.1517e-01,1.3150e-02,1.3251e-02
110,1.1500e-01,1.3050e-02,1.3150e-02
111,1.1483e-01,1.2952e-02,1.3050e-02
112,1.1466e-01,1.2855e-02,1.2952e-02
113,1.1450e-01,1.2760e-02,1.2855e-02
114,1.1434e-01,1.2666e-02,1.2760e-02
115,1.1418e-01,1.2574e-02,1.2666e-02
116,1.1402e-01,1.2483e-02,1.2574e-02
117,1.1386e-01,1.2393e-02,1.2483e-02
118,1.1371e-01,1.2305e-02,1.2393e-02
119,1.1356e-01,1.2218e-02,1.2305e-02
120,1.1341e-01,1.2133e-02,1.2218e-02
121,1.1326e-01,1.2048e-02,1.2133e-02
122,1.1312e-01,1.1965e-02,1.2048e-02
123,1.1298e-01,1.1884e-02,1.1965e-02
124,1.1284e-01,1.1803e-02,1.1884e-02
125,1.1270e-01,1.1724e-02,1.1803e-02
126,1.1256e-01,1.1645e-02,1.1724e-02
127,1.1242e-01,1.1568e-02,1.1645e-02
128,1.1229e-01,1.1492e-02,1.1568e-02
129,1.1216e-01,1.1417e-02,1.1492e-02
130,1.1203e-01,1.1343e-02,1.1417e-02
131,1.1190e-01,1.1270e-02,1.1343e-02
132,1.1177e-01,1.1198e-02,1.1270e-02
133,1.1165e-01,1.1126e-02,1.1198e-02
134,1.1153e-01,1.1056e-02,1.1126e-02
135,1.1140e-01,1.0987e-02,1.1056e-02
136,1.1128e-01,1.0919e-02,1.0987e-02
137,1.1117e-01,1.0852e-02,1.0919e-02
138,1.1105e-01,1.0785e-02,1.0852e-02
139,1.1093e-01,1.0719e-02,1.0785e-02
140,1.1082e-01,1.0655e-02,1.0719e-02
141,1.1070e-01,1.0591e-02,1.0655e-02
142,1.1059e-01,1.0528e-02,1.0591e-02
143,1.1048e-01,1.0465e-02,1.0528e-02
144,1.1037e-01,1.0404e-02,1.0465e-02
145,1.1026e-01,1.0343e-02,1.0404e-02
146,1.1016e-01,1.0283e-02,1.0343e-02
147,1.1005e-01,1.0224e-02,1.0283e-02
148,1.0995e-01,1.0165e-02,1.0224e-02
149,1.0985e-01,1.0107e-02,1.0165e-02
150,1.0974e-01,1.0050e-02,1.0107e-02
151,1.0964e-01,9.9936e-03,1.0050e-02
152,1.0954e-01,9.9378e-03,9.9936e-03
153,1.0944e-01,9.8827e-03,9.9378e-03
154,1.0935e-01,9.8282e-03,9.8827e-03
155,1.0925e-01,9.7744e-03,9.8282e-03
156,1.0916e-01,9.7212e-03,9.7744e-03
157,1.0906e-01,9.6686e-03,9.7212e-03
158,1.0897e-01,9.6166e-03,9.6686e-03
159,1.0888e-01,9.5652e-03,9.6166e-03
160,1.0878e-01,9.5144e-03,9.5652e-03
161,1.0869e-01,9.4642e-03,9.5144e-03
162,1.0860e-01,9.4145e-03,9.4642e-03
163,1.0852e-01,9.3654e-03,9.4145e-03
164,1.0843e-01,9.3168e-03,9.3654e-03
165,1.0834e-01,9.2688e-03,9.3168e-03
166,1.0826e-01,9.2213e-03,9.2688e-03
167,1.0817e-01,9.1743e-03,9.2213e-03
168,1.0809e-01,9.1279e-03,9.1743e-03
169,1.0800e-01,9.0819e-03,9.1279e-03
170,1.0792e-01,9.0364e-03,9.0819e-03
171,1.0784e-01,8.9914e-03,9.0364e-03
172,1.0776e-01,8.9469e-03,8.9914e-03
173,1.0768e-01,8.9029e-03,8.9469e-03
174,1.0760e-01,8.8593e-03,8.9029e-03
175,1.0752e-01,8.8162e-03,8.8593e-03
176,1.0745e-01,8.7735e-03,8.8162e-03
177,1.0737e-01,8.7313e-03,8.7735e-03
178,1.0729e-01,8.6895e-03,8.7313e-03
179,1.0722e-01,8.6482e-03,8.6895e-03
180,1.0714e-01,8.6072e-03,8.6482e-03
181,1.0707e-01,8.5667e-03,8.6072e-03
182,1.0700e-01,8.5266e-03,8.5667e-03
183,1.0692e-01,8.4868e-03,8.5266e-03
184,1.0685e-01,8.4475e-03,8.4868e-03
185,1.0678e-01,8.4086e-03,8.4475e-03
186,1.0671e-01,8.3700e-03,8.4086e-03
187,1.0664e-01,8.3319e-03,8.3700e-03
188,1.0657e-01,8.2941e-03,8.3319e-03
189,1.0650e-01,8.2566e-03,8.2941e-03
190,1.0643e-01,8.2196e-03,8.2566e-03
191,1.0637e-01,8.1828e-03,8.2196e-03
192,1.0630e-01,8.1465e-03,8.1828e-03
193,1.0623e-01,8.1105e-03,8.1465e-03
194,1.0617e-01,8.0748e-03,8.1105e-03
195,1.0610e-01,8.0394e-03,8.0748e-03
196,1.0604e-01,8.0044e-03,8.0394e-03
197,1.0597e-01,7.9698e-03,8.0044e-03
198,1.0591e-01,7.9354e-03,7.9698e-03
199,1.0585e-01,7.9014e-03,7.9354e-03
200,1.0579e-01,7.8676e-03,7.9014e-03
201,1.0572e-01,7.8342e-03,7.8676e-03
202,1.0566e-01,7.8011e-03,7.8342e-03
203,1.0560e-01,7.7683e-03,7.8011e-03
204,1.0554e-01,7.7358e-03,7.7683e-03
205,1.0548e-01,7.7035e-03,7.7358e-03
206,1.0542e-01,7.6716e-03,7.7035e-03
207,1.0536e-01,7.6399e-03,7.6716e-03
208,1.0531e-01,7.6085e-03,7.6399e-03
209,1.0525e-01,7.5774e-03,7.6085e-03
210,1.0519e-01,7.5466e-03,7.5774e-03
211,1.0513e-01,7.5161e-03,7.5466e-03
212,1.0508e-01,7.4858e-03,7.5161e-03
213,1.0502e-01,7.4557e-03,7.4858e-03
214,1.0497e-01,7.4260e-03,7.4557e-03
215,1.0491e-01,7.3964e-03,7.4260e-03
216,1.0486e-01,7.3672e-03,7.3964e-03
217,1.0480e-01,7.3381e-03,7.3672e-03
218,1.0475e-01,7.3094e-03,7.3381e-03
219,1.0470e-01,7.2808e-03,7.3094e-03
220,1.0464e-01,7.2525e-03,7.2808e-03
221,1.0459e-01,7.2245e-03,7.2525e-03
222,1.0454e-01,7.1967e-03,7.2245e-03
223,1.0449e-01,7.1691e-03,7.1967e-03
224,1.0443e-01,7.1417e-03,7.1691e-03
225,1.0438e-01,7.1146e-03,7.1417e-03
226,1.0433e-01,7.0876e-03,7.1146e-03
227,1.0428e-01,7.0609e-03,7.0876e-03
228,1.0423e-01,7.0344e-03,7.0609e-03
229,1.0418e-01,7.0082e-03,7.0344e-03
230,1.0414e-01,6.9821e-03,7.0082e-03
231,1.0409e-01,6.9562e-03,6.9821e-03
232,1.0404e-01,6.9306e-03,6.9562e-03
233,1.0399e-01,6.9051e-03,6.9306e-03
234,1.0394e-01,6.8799e-03,6.9051e-03
235,1.0390e-01,6.8548e-03,6.8799e-03
236,1.0385e-01,6.8300e-03,6.8548e-03
237,1.0380e-01,6.8053e-03,6.8300e-03
238,1.0376e-01,6.7808e-03,6.8053e-03
239,1.0371e-01,6.7565e-03,6.7808e-03
240,1.0366e-01,6.7324e-03,6.7565e-03
241,1.0362e-01,6.7085e-03,6.7324e-03
242,1.0357e-01,6.6848e-03,6.7085e-03
243,1.0353e-01,6.6612e-03,6.6848e-03
244,1.0349e-01,6.6378e-03,6.6612e-03
245,1.0344e-01,6.6146e-03,6.6378e-03
246,1.0340e-01,6.5916e-03,6.6146e-03
247,1.0335e-01,6.5688e-03,6.5916e-03
248,1.0331e-01,6.5461e-03,6.5688e-03
249,1.0327e-01,6.5235e-03,6.5461e-03
250,1.0323e-01,6.5012e-03,6.5235e-03
251,1.0318e-01,6.4790e-03,6.5012e-03
252,1.0314e-01,6.4570e-03,6.4790e-03
253,1.0310e-01,6.4351e-03,6.4570e-03
254,1.0306e-01,6.4134e-03,6.4351e-03
255,1.0302e-01,6.3918e-03,6.4134e-03
256,1.0298e-01,6.3704e-03,6.3918e-03
257,1.0294e-01,6.3492e-03,6.3704e-03
258,1.0290e-01,6.3281e-03,6.3492e-03
259,1.0286e-01,6.3071e-03,6.3281e-03
260,1.0282e-01,6.2863e-03,6.3071e-03
261,1.0278e-01,6.2657e-03,6.2863e-03
262,1.0274e-01,6.2452e-03,6.2657e-03
263,1.0270e-01,6.2248e-03,6.2452e-03
264,1.0266e-01,6.2046e-03,6.2248e-03
265,1.0262e-01,6.1845e-03,6.2046e-03
266,1.0258e-01,6.1646e-03,6.1845e-03
267,1.0255e-01,6.1448e-03,6.1646e-03
268,1.0251e-01,6.1251e-03,6.1448e-03
269,1.0247e-01,6.1055e-03,6.1251e-03
270,1.0243e-01,6.0861e-03,6.1055e-03
271,1.0240e-01,6.0669e-03,6.0861e-03
272,1.0236e-01,6.0477e-03,6.0669e-03
273,1.0232e-01,6.0287e-03,6.0477e-03
274,1.0229e-01,6.0098e-03,6.0287e-03
275,1.0225e-01,5.9910e-03,6.0098e-03
276,1.0221e-01,5.9724e-03,5.9910e-03
277,1.0218e-01,5.9539e-03,5.9724e-03
278,1.0214e-01,5.9355e-03,5.9539e-03
279,1.0211e-01,5.9172e-03,5.9355e-03
280,1.0207e-01,5.8991e-03,5.9172e-03
281,1.0204e-01,5.8810e-03,5.8991e-03
282,1.0200e-01,5.8631e-03,5.8810e-03
283,1.0197e-01,5.8453e-03,5.8631e-03
284,1.0194e-01,5.8276e-03,5.8453e-03
285,1.0190e-01,5.8100e-03,5.8276e-03
286,1.0187e-01,5.7926e-03,5.8100e-03
287,1.0183e-01,5.7752e-03,5.7926e-03
288,1.0180e-01,5.7580e-03,5.7752e-03
289,1.0177e-01,5.7408e-03,5.7580e-03
290,1.0174e-01,5.7238e-03,5.7408e-03
291,1.0170e-01,5.7069e-03,5.7238e-03
292,1.0167e-01,5.6901e-03,5.7069e-03
293,1.0164e-01,5.6734e-03,5.6901e-03
294,1.0161e-01,5.6568e-03,5.6734e-03
295,1.0157e-01,5.6403e-03,5.6568e-03
296,1.0154e-01,5.6239e-03,5.6403e-03
297,1.0151e-01,5.6076e-03,5.6239e-03
298,1.0148e-01,5.5914e-03,5.6076e-03
299,1.0145e-01,5.5753e-03,5.5914e-03
300,1.0142e-01,5.5593e-03,5.5753e-03
301,1.0139e-01,5.5434e-03,5.5593e-03
302,1.0136e-01,5.5275e-03,5.5434e-03
303,1.0132e-01,5.5118e-03,5.5275e-03
304,1.0129e-01,5.4962e-03,5.5118e-03
305,1.0126e-01,5.4807e-03,5.4962e-03
306,1.0123e-01,5.4652e-03,5.4807e-03
307,1.0120e-01,5.4499e-03,5.4652e-03
308,1.0117e-01,5.4346e-03,5.4499e-03
309,1.0115e-01,5.4195e-03,5.4346e-03
310,1.0112e-01,5.4044e-03,5.4195e-03
311,1.0109e-01,5.3894e-03,5.4044e-03
312,1.0106e-01,5.3745e-03,5.3894e-03
313,1.0103e-01,5.3597e-03,5.3745e-03
314,1.0100e-01,5.3449e-03,5.3597e-03
315,1.0097e-01,5.3303e-03,5.3449e-03
316,1.0094e-01,5.3157e-03,5.3303e-03
317,1.0092e-01,5.3013e-03,5.3157e-03
318,1.0089e-01,5.2869e-03,5.3013e-03
319,1.0086e-01,5.2726e-03,5.2869e-03
320,1.0083e-01,5.2583e-03,5.2726e-03
321,1.0080e-01,5.2442e-03,5.2583e-03
322,1.0078e-01,5.2301e-03,5.2442e-03
323,1.0075e-01,5.2161e-03,5.2301e-03
324,1.0072e-01,5.2022e-03,5.2161e-03
325,1.0069e-01,5.1883e-03,5.2022e-03
326,1.0067e-01,5.1746e-03,5.1883e-03
327,1.0064e-01,5.1609e-03,5.1746e-03
328,1.0061e-01,5.1473e-03,5.1609e-03
329,1.0059e-01,5.1337e-03,5.1473e-03
330,1.0056e-01,5.1203e-03,5.1337e-03
331,1.0054e-01,5.1069e-03,5.1203e-03
332,1.0051e-01,5.0936e-03,5.1069e-03
333,1.0048e-01,5.0803e-03,5.0936e-03
334,1.0046e-01,5.0672e-03,5.0803e-03
335,1.0043e-01,5.0541e-03,5.0672e-03
336,1.0041e-01,5.0410e-03,5.0541e-03
337,1.0038e-01,5.0281e-03,5.0410e-03
338,1.0036e-01,5.0152e-03,5.0281e-03
339,1.0033e-01,5.0023e-03,5.0152e-03
340,1.0031e-01,4.9896e-03,5.0023e-03
341,1.0028e-01,4.9769e-03,4.9896e-03
342,1.0026e-01,4.9643e-03,4.9769e-03
343,1.0023e-01,4.9517e-03,4.9643e-03
344,1.0021e-01,4.9392e-03,4.9517e-03
345,1.0018e-01,4.9268e-03,4.9392e-03
346,1.0016e-01,4.9144e-03,4.9268e-03
347,1.0013e-01,4.9021e-03,4.9144e-03
348,1.0011e-01,4.8899e-03,4.9021e-03
349,1.0009e-01,4.8777e-03,4.8899e-03
350,1.0006e-01,4.8656e-03,4.8777e-03
351,1.0004e-01,4.8536e-03,4.8656e-03
352,1.0002e-01,4.8416e-03,4.8536e-03
353,9.9992e-02,4.8297e-03,4.8416e-03
354,9.9969e-02,4.8178e-03,4.8297e-03
355,9.9946e-02,4.8060e-03,4.8178e-03
356,9.9923e-02,4.7943e-03,4.8060e-03
357,9.9900e-02,4.7826e-03,4.7943e-03
358,9.9877e-02,4.7710e-03,4.7826e-03
359,9.9854e-02,4.7594e-03,4.7710e-03
360,9.9832e-02,4.7479e-03,4.7594e-03
361,9.9809e-02,4.7364e-03,4.7479e-03
362,9.9787e-02,4.7250e-03,4.7364e-03
363,9.9764e-02,4.7137e-03,4.7250e-03
364,9.9742e-02,4.7024e-03,4.7137e-03
365,9.9720e-02,4.6912e-03,4.7024e-03
366,9.9698e-02,4.6800e-03,4.6912e-03
367,9.9676e-02,4.6689e-03,4.6800e-03
368,9.9655e-02,4.6578e-03,4.6689e-03
369,9.9633e-02,4.6468e-03,4.6578e-03
370,9.9611e-02,4.6358e-03,4.6468e-03
371,9.9590e-02,4.6249e-03,4.6358e-03
372,9.9568e-02,4.6140e-03,4.6249e-03
373,9.9547e-02,4.6032e-03,4.6140e-03
374,9.9526e-02,4.5925e-03,4.6032e-03
375,9.9505e-02,4.5818e-03,4.5925e-03
376,9.9484e-02,4.5711e-03,4.5818e-03
377,9.9463e-02,4.5605e-03,4.5711e-03
378,9.9442e-02,4.5500e-03,4.5605e-03
379,9.9422e-02,4.5395e-03,4.5500e-03
380,9.9401e-02,4.5290e-03,4.5395e-03
381,9.9381e-02,4.5186e-03,4.5290e-03
382,9.9360e-02,4.5083e-03,4.5186e-03
383,9.9340e-02,4.4980e-03,4.5083e-03
384,9.9320e-02,4.4877e-03,4.4980e-03
385,9.9300e-02,4.4775e-03,4.4877e-03
386,9.9280e-02,4.4673e-03,4.4775e-03
387,9.9260e-02,4.4572e-03,4.4673e-03
388,9.9240e-02,4.4471e-03,4.4572e-03
389,9.9220e-02,4.4371e-03,4.4471e-03
390,9.9200e-02,4.4271e-03,4.4371e-03
391,9.9181e-02,4.4172e-03,4.4271e-03
392,9.9161e-02,4.4073e-03,4.4172e-03
393,9.9142e-02,4.3974e-03,4.4073e-03
394,9.9123e-02,4.3876e-03,4.3974e-03
395,9.9103e-02,4.3779e-03,4.3876e-03
396,9.9084e-02,4.3682e-03,4.3779e-03
397,9.9065e-02,4.3585e-03,4.3682e-03
398,9.9046e-02,4.3488e-03,4.3585e-03
399,9.9027e-02,4.3393e-03,4.3488e-03
400,9.9008e-02,4.3297e-03,4.3393e-03
401,9.8990e-02,4.3202e-03,4.3297e-03
402,9.8971e-02,4.3108e-03,4.3202e-03
403,9.8953e-02,4.3013e-03,4.3108e-03
404,9.8934e-02,4.2920e-03,4.3013e-03
405,9.8916e-02,4.2826e-03,4.2920e-03
406,9.8897e-02,4.2733e-03,4.2826e-03
407,9.8879e-02,4.2641e-03,4.2733e-03
408,9.8861e-02,4.2548e-03,4.2641e-03
409,9.8843e-02,4.2457e-03,4.2548e-03
410,9.8825e-02,4.2365e-03,4.2457e-03
411,9.8807e-02,4.2274e-03,4.2365e-03
412,9.8789e-02,4.2184e-03,4.2274e-03
413,9.8771e-02,4.2094e-03,4.2184e-03
414,9.8754e-02,4.2004e-03,4.2094e-03
415,9.8736e-02,4.1914e-03,4.2004e-03
416,9.8718e-02,4.1825e-03,4.1914e-03
417,9.8701e-02,4.1736e-03,4.1825e-03
418,9.8684e-02,4.1648e-03,4.1736e-03
419,9.8666e-02,4.1560e-03,4.1648e-03
420,9.8649e-02,4.1473e-03,4.1560e-03
421,9.8632e-02,4.1385e-03,4.1473e-03
422,9.8615e-02,4.1299e-03,4.1385e-03
423,9.8598e-02,4.1212e-03,4.1299e-03
424,9.8581e-02,4.1126e-03,4.1212e-03
425,9.8564e-02,4.1040e-03,4.1126e-03
426,9.8547e-02,4.0955e-03,4.1040e-03
427,9.8530e-02,4.0870e-03,4.0955e-03
428,9.8513e-02,4.0785e-03,4.0870e-03
429,9.8497e-02,4.0700e-03,4.0785e-03
430,9.8480e-02,4.0616e-03,4.0700e-03
431,9.8464e-02,4.0533e-03,4.0616e-03
432,9.8447e-02,4.0449e-03,4.0533e-03
433,9.8431e-02,4.0366e-03,4.0449e-03
434,9.8415e-02,4.0284e-03,4.0366e-03
435,9.8399e-02,4.0201e-03,4.0284e-03
436,9.8382e-02,4.0119e-03,4.0201e-03
437,9.8366e-02,4.0038e-03,4.0119e-03
438,9.8350e-02,3.9956e-03,4.0038e-03
439,9.8334e-02,3.9875e-03,3.9956e-03
440,9.8319e-02,3.9794e-03,3.9875e-03
441,9.8303e-02,3.9714e-03,3.9794e-03
442,9.8287e-02,3.9634e-03,3.9714e-03
443,9.8271e-02,3.9554e-03,3.9634e-03
444,9.8256e-02,3.9475e-03,3.9554e-03
445,9.8240e-02,3.9395e-03,3.9475e-03
446,9.8225e-02,3.9317e-03,3.9395e-03
447,9.8209e-02,3.9238e-03,3.9317e-03
448,9.8194e-02,3.9160e-03,3.9238e-03
449,9.8178e-02,3.9082e-03,3.9160e-03
450,9.8163e-02,3.9004e-03,3.9082e-03
451,9.8148e-02,3.8927e-03,3.9004e-03
452,9.8133e-02,3.8850e-03,3.8927e-03
453,9.8118e-02,3.8773e-03,3.8850e-03
454,9.8103e-02,3.8697e-03,3.8773e-03
455,9.8088e-02,3.8621e-03,3.8697e-03
456,9.8073e-02,3.8545e-03,3.8621e-03
457,9.8058e-02,3.8469e-03,3.8545e-03
458,9.8043e-02,3.8394e-03,3.8469e-03
459,9.8029e-02,3.8319e-03,3.8394e-03
460,9.8014e-02,3.8244e-03,3.8319e-03
461,9.7999e-02,3.8170e-03,3.8244e-03
462,9.7985e-02,3.8095e-03,3.8170e-03
463,9.7970e-02,3.8022e-03,3.8095e-03
464,9.7956e-02,3.7948e-03,3.8022e-03
465,9.7941e-02,3.7875e-03,3.7948e-03
466,9.7927e-02,3.7802e-03,3.7875e-03
467,9.7913e-02,3.7729e-03,3.7802e-03
468,9.7899e-02,3.7656e-03,3.7729e-03
469,9.7884e-02,3.7584e-03,3.7656e-03
470,9.7870e-02,3.7512e-03,3.7584e-03
471,9.7856e-02,3.7440e-03,3.7512e-03
472,9.7842e-02,3.7369e-03,3.7440e-03
473,9.7828e-02,3.7298e-03,3.7369e-03
474,9.7814e-02,3.7227e-03,3.7298e-03
475,9.7800e-02,3.7156e-03,3.7227e-03
476,9.7787e-02,3.7086e-03,3.7156e-03
477,9.7773e-02,3.7015e-03,3.7086e-03
478,9.7759e-02,3.6946e-03,3.7015e-03
479,9.7746e-02,3.6876e-03,3.6946e-03
480,9.7732e-02,3.6806e-03,3.6876e-03
481,9.7719e-02,3.6737e-03,3.6806e-03
482,9.7705e-02,3.6668e-03,3.6737e-03
483,9.7692e-02,3.6600e-03,3.6668e-03
484,9.7678e-02,3.6531e-03,3.6600e-03
485,9.7665e-02,3.6463e-03,3.6531e-03
486,9.7652e-02,3.6395e-03,3.6463e-03
487,9.7638e-02,3.6327e-03,3.6395e-03
488,9.7625e-02,3.6260e-03,3.6327e-03
489,9.7612e-02,3.6193e-03,3.6260e-03
490,9.7599e-02,3.6126e-03,3.6193e-03
491,9.7586e-02,3.6059e-03,3.6126e-03
492,9.7573e-02,3.5993e-03,3.6059e-03
493,9.7560e-02,3.5926e-03,3.5993e-03
494,9.7547e-02,3.5860e-03,3.5926e-03
495,9.7534e-02,3.5794e-03,3.5860e-03
496,9.7521e-02,3.5729e-03,3.5794e-03
497,9.7509e-02,3.5663e-03,3.5729e-03
498,9.7496e-02,3.5598e-03,3.5663e-03
499,9.7483e-02,3.5533e-03,3.5598e-03
500,9.7471e-02,3.5469e-03,3.5533e-03
501,9.7458e-02,3.5404e-03,3.5469e-03
502,9.7446e-02,3.5340e-03,3.5404e-03
503,9.7433e-02,3.5276e-03,3.5340e-03
504,9.7421e-02,3.5212e-03,3.5276e-03
505,9.7408e-02,3.5149e-03,3.5212e-03
506,9.7396e-02,3.5085e-03,3.5149e-03
507,9.7384e-02,3.5022e-03,3.5085e-03
508,9.7371e-02,3.4959e-03,3.5022e-03
509,9.7359e-02,3.4896e-03,3.4959e-03
510,9.7347e-02,3.4834e-03,3.4896e-03
511,9.7335e-02,3.4771e-03,3.4834e-03
512,9.7323e-02,3.4709e-03,3.4771e-03
513,9.7311e-02,3.4647e-03,3.4709e-03
514,9.7299e-02,3.4586e-03,3.4647e-03
515,9.7287e-02,3.4524e-03,3.4586e-03
516,9.7275e-02,3.4463e-03,3.4524e-03
517,9.7263e-02,3.4402e-03,3.4463e-03
518,9.7251e-02,3.4341e-03,3.4402e-03
519,9.7239e-02,3.4280e-03,3.4341e-03
520,9.7228e-02,3.4220e-03,3.4280e-03
521,9.7216e-02,3.4160e-03,3.4220e-03
522,9.7204e-02,3.4099e-03,3.4160e-03
523,9.7193e-02,3.4040e-03,3.4099e-03
524,9.7181e-02,3.3980e-03,3.4040e-03
525,9.7170e-02,3.3920e-03,3.3980e-03
526,9.7158e-02,3.3861e-03,3.3920e-03
527,9.7147e-02,3.3802e-03,3.3861e-03
528,9.7135e-02,3.3743e-03,3.3802e-03
529,9.7124e-02,3.3684e-03,3.3743e-03
530,9.7113e-02,3.3626e-03,3.3684e-03
531,9.7101e-02,3.3567e-03,3.3626e-03
532,9.7090e-02,3.3509e-03,3.3567e-03
533,9.7079e-02,3.3451e-03,3.3509e-03
534,9.7068e-02,3.3393e-03,3.3451e-03
535,9.7056e-02,3.3336e-03,3.3393e-03
536,9.7045e-02,3.3278e-03,3.3336e-03
